ts,elapsed,gpu_core,gpu_util,gpu_power,gpu_clock,gpu_vram,cpu_tctl,cpu_ccd1,pump_rpm,rad_rpm,rad_duty,f1_duty,f2_duty,f3_duty,f1_rpm,f2_rpm,f3_rpm
1787463907,101.3,67.0,94.0,430.21,2797.0,70.0,62.37500762939453,58.875003814697266,2160.0,1737.4517822265625,50.98039245605469,85,89,91,2006,1801,1744
1787463909,102.8,68.0,95.0,429.84,2797.0,70.0,62.37500762939453,58.875003814697266,2160.0,1737.4517822265625,50.98039245605469,85,89,91,2000,1796,1754
1787463910,104.3,67.0,95.0,440.57,2797.0,72.0,63.12500762939453,61.375003814697266,2170.41796875,1741.9354248046875,50.98039245605469,85,89,91,1993,1807,1754
1787463912,105.8,67.0,96.0,441.23,2797.0,72.0,63.37500762939453,59.125003814697266,2170.41796875,1741.9354248046875,50.98039245605469,85,89,91,1986,1796,1744
1787463913,107.3,67.0,90.0,442.18,2790.0,70.0,62.87500762939453,59.500003814697266,2156.549560546875,1781.002685546875,50.98039245605469,85,89,91,1993,1796,1749
1787463915,108.8,67.0,93.0,445.39,2790.0,70.0,62.87500762939453,63.250003814697266,2166.93408203125,1781.002685546875,50.98039245605469,85,89,91,1980,1801,1744
1787463916,110.3,67.0,97.0,432.5,2797.0,70.0,64.62500762939453,56.375003814697266,2160.0,1746.4423828125,50.98039245605469,85,89,91,2000,1801,1749
1787463918,111.8,67.0,96.0,437.84,2797.0,72.0,64.37500762939453,58.875003814697266,2160.0,1762.402099609375,50.98039245605469,85,89,91,1993,1791,1754
1787463919,113.3,67.0,94.0,436.62,2790.0,70.0,62.87500762939453,57.250003814697266,2163.46142578125,1744.18603515625,50.98039245605469,85,89,91,1986,1801,1749
1787463921,114.8,67.0,96.0,440.31,2797.0,70.0,62.50000762939453,62.750003814697266,2170.41796875,1744.18603515625,50.98039245605469,85,89,91,1986,1801,1744
1787463922,116.3,67.0,95.0,444.37,2790.0,70.0,62.50000762939453,62.750003814697266,2170.41796875,1744.18603515625,50.98039245605469,85,89,91,1980,1801,1749
1787463924,117.8,67.0,95.0,444.23,2790.0,70.0,61.62500762939453,58.125003814697266,2163.46142578125,1767.0157470703125,50.98039245605469,85,89,91,1980,1807,1754
1787463925,119.3,67.0,92.0,425.5,2797.0,70.0,61.62500762939453,58.125003814697266,2163.46142578125,1767.0157470703125,50.98039245605469,85,89,91,1980,1801,1749
1787463927,120.8,67.0,96.0,443.42,2790.0,72.0,63.62500762939453,58.000003814697266,2163.46142578125,1760.104248046875,50.98039245605469,85,89,91,1986,1807,1744
1787463928,122.3,67.0,94.0,439.57,2790.0,72.0,63.62500762939453,58.000003814697266,2163.46142578125,1760.104248046875,50.98039245605469,85,89,91,2006,1796,1749
1787463930,123.8,67.0,96.0,429.75,2790.0,70.0,64.12500762939453,67.25,2163.46142578125,1757.8125,50.98039245605469,85,89,91,1993,1801,1754
1787463931,125.3,67.0,96.0,435.6,2790.0,70.0,64.12500762939453,67.25,2163.46142578125,1757.8125,50.98039245605469,85,89,91,1986,1801,1754
1787463933,126.8,67.0,94.0,440.42,2790.0,72.0,62.25000762939453,58.125003814697266,2170.41796875,1762.402099609375,50.98039245605469,85,89,91,2000,1807,1754
1787463934,128.3,67.0,95.0,424.37,2797.0,72.0,62.25000762939453,58.125003814697266,2170.41796875,1762.402099609375,50.98039245605469,85,89,91,1993,1791,1744
1787463936,129.8,67.0,92.0,428.5,2797.0,70.0,63.75000762939453,60.000003814697266,2163.46142578125,1778.6561279296875,50.98039245605469,85,89,91,2000,1801,1739
1787463937,131.3,66.0,92.0,427.14,2790.0,70.0,63.75000762939453,60.000003814697266,2163.46142578125,1778.6561279296875,50.98039245605469,77,89,91,1869,1812,1749
1787463939,132.8,67.0,97.0,433.64,2790.0,70.0,62.62500762939453,58.125003814697266,2163.46142578125,1748.7047119140625,50.98039245605469,77,89,91,1834,1801,1754
1787463940,134.3,67.0,98.0,438.43,2790.0,70.0,62.62500762939453,58.125003814697266,2163.46142578125,1748.7047119140625,50.98039245605469,77,89,91,1818,1791,1749
1787463942,135.8,67.0,97.0,449.55,2782.0,72.0,61.62500762939453,58.625003814697266,2163.46142578125,1764.7059326171875,50.98039245605469,77,89,91,1807,1796,1749
1787463943,137.3,68.0,96.0,460.27,2775.0,72.0,61.62500762939453,58.625003814697266,2163.46142578125,1764.7059326171875,50.98039245605469,77,89,91,1818,1807,1749
1787463945,138.8,68.0,94.0,454.1,2782.0,72.0,60.50000762939453,57.375003814697266,2170.41796875,1773.9815673828125,50.98039245605469,77,89,84,1801,1780,1666
